	Mpolymorpha_320_v3.1.protein.primary	Niben101_annotation.proteins
OG0003680	Mapoly0120s0014.1.p	Niben101Scf04878g00022.1, Niben101Scf12289g01005.1
OG0003681	Mapoly0120s0015.1.p	Niben101Scf00439g05006.1, Niben101Scf11438g00003.1
OG0003682	Mapoly0120s0007.1.p	Niben101Scf00978g09002.1, Niben101Scf02665g04014.1
OG0003683	Mapoly0120s0005.1.p	Niben101Scf00783g05022.1, Niben101Scf13843g00022.1
OG0003684	Mapoly0120s0054.1.p	Niben101Scf00306g01009.1, Niben101Scf07678g07012.1
OG0003685	Mapoly0120s0021.1.p	Niben101Scf02914g02032.1, Niben101Scf05750g01007.1
OG0003686	Mapoly0120s0035.1.p	Niben101Scf09582g01008.1, Niben101Scf10095g00007.1
OG0003687	Mapoly0087s0023.1.p, Mapoly0120s0058.1.p	Niben101Scf09075g00006.1
OG0003688	Mapoly0120s0028.1.p	Niben101Scf00234g01015.1, Niben101Scf07741g01006.1
OG0003689	Mapoly0120s0027.1.p	Niben101Scf01634g05010.1, Niben101Scf11084g02004.1
OG0003690	Mapoly0120s0023.1.p	Niben101Scf07182g00020.1, Niben101Scf11130g00004.1
OG0003691	Mapoly0120s0055.1.p	Niben101Scf00149g12022.1, Niben101Scf03202g07008.1
OG0003692	Mapoly0167s0020.1.p	Niben101Scf04797g00029.1, Niben101Scf08134g01010.1
OG0003693	Mapoly0167s0009.1.p	Niben101Scf08651g06015.1, Niben101Scf10810g00008.1
OG0003694	Mapoly0067s0042.1.p	Niben101Scf06467g03010.1, Niben101Scf06949g02026.1
OG0003695	Mapoly0067s0081.1.p	Niben101Scf06344g01021.1, Niben101Scf12919g00016.1
OG0003696	Mapoly0067s0099.1.p	Niben101Scf01774g04006.1, Niben101Scf03419g14006.1
OG0003697	Mapoly0067s0030.1.p	Niben101Scf03748g00006.1, Niben101Scf14669g00011.1
OG0003698	Mapoly0067s0089.1.p	Niben101Scf00317g00006.1, Niben101Scf03772g02017.1
OG0003699	Mapoly0067s0012.1.p	Niben101Scf01177g06005.1, Niben101Scf09209g01013.1
OG0003700	Mapoly0067s0057.1.p	Niben101Scf04044g03011.1, Niben101Scf06926g06001.1
OG0003701	Mapoly0067s0024.1.p	Niben101Scf04921g01030.1, Niben101Scf04934g02002.1
OG0003702	Mapoly0067s0091.1.p	Niben101Scf01124g05003.1, Niben101Scf05057g04014.1
OG0003703	Mapoly0067s0087.1.p	Niben101Scf06466g00008.1, Niben101Scf06823g02005.1
OG0003704	Mapoly0067s0005.1.p	Niben101Scf02947g01012.1, Niben101Scf23481g00004.1
OG0003705	Mapoly0001s0327.1.p	Niben101Scf02622g09005.1, Niben101Scf05697g01005.1
OG0003706	Mapoly0001s0409.1.p	Niben101Scf01812g01009.1, Niben101Scf04267g00003.1
OG0003707	Mapoly0001s0440.1.p	Niben101Scf02429g02004.1, Niben101Scf03530g02009.1
OG0003708	Mapoly0001s0228.1.p, Mapoly0001s0451.1.p	Niben101Scf01049g05011.1
OG0003709	Mapoly0001s0188.1.p	Niben101Scf07880g02008.1, Niben101Scf13259g00001.1
OG0003710	Mapoly0001s0092.1.p	Niben101Scf02439g00028.1, Niben101Scf10482g01016.1
OG0003711	Mapoly0001s0474.1.p	Niben101Scf03595g15003.1, Niben101Scf04567g00003.1
OG0003712	Mapoly0001s0275.1.p	Niben101Scf01688g02011.1, Niben101Scf04692g00018.1
OG0003713	Mapoly0001s0348.1.p	Niben101Scf00725g03012.1, Niben101Scf02786g00013.1
OG0003714	Mapoly0001s0233.1.p	Niben101Scf01959g05015.1, Niben101Scf02463g01002.1
OG0003715	Mapoly0001s0483.1.p	Niben101Scf02122g00010.1, Niben101Scf03468g02013.1
OG0003716	Mapoly0001s0330.1.p	Niben101Scf02486g08010.1, Niben101Scf03171g01003.1
OG0003717	Mapoly0001s0200.1.p	Niben101Scf00059g04019.1, Niben101Scf00067g02002.1
OG0003718	Mapoly0001s0090.1.p	Niben101Scf01922g06018.1, Niben101Scf03197g06004.1
OG0003719	Mapoly0001s0301.1.p	Niben101Scf00663g00008.1, Niben101Scf17290g00009.1
OG0003720	Mapoly0001s0498.1.p	Niben101Scf03278g04017.1, Niben101Scf05396g06008.1
OG0003721	Mapoly0001s0240.1.p	Niben101Scf00339g05026.1, Niben101Scf02253g06001.1
OG0003722	Mapoly0001s0432.1.p	Niben101Scf02408g00020.1, Niben101Scf07172g00020.1
OG0003723	Mapoly0001s0235.1.p	Niben101Scf05916g02017.1, Niben101Scf11684g02005.1
OG0003724	Mapoly0001s0398.1.p	Niben101Scf04198g04004.1, Niben101Scf06312g00001.1
OG0003725	Mapoly0001s0491.1.p	Niben101Scf00712g16028.1, Niben101Scf03631g01028.1
OG0003726	Mapoly0001s0525.1.p	Niben101Scf00321g00010.1, Niben101Scf06213g00004.1
OG0003727	Mapoly0001s0208.1.p	Niben101Scf00883g15030.1, Niben101Scf12293g02028.1
OG0003728	Mapoly0001s0328.1.p	Niben101Scf06435g03003.1, Niben101Scf07709g01027.1
OG0003729	Mapoly0001s0532.1.p	Niben101Scf06628g01002.1, Niben101Scf11380g03009.1
OG0003730	Mapoly0001s0215.1.p	Niben101Scf00247g05014.1, Niben101Scf01642g03014.1
OG0003731	Mapoly0001s0324.1.p	Niben101Scf08586g02006.1, Niben101Scf08805g00006.1
OG0003732	Mapoly0001s0142.1.p	Niben101Scf05346g03004.1, Niben101Scf05621g08001.1
OG0003733	Mapoly0001s0057.1.p	Niben101Scf06493g01012.1, Niben101Scf06560g01002.1
OG0003734	Mapoly0001s0350.1.p	Niben101Scf02622g07001.1, Niben101Scf15870g00001.1
OG0003735	Mapoly0001s0197.1.p	Niben101Scf05206g00010.1, Niben101Scf14329g00002.1
OG0003736	Mapoly0001s0416.1.p	Niben101Scf01422g01015.1, Niben101Scf03614g01009.1
OG0003737	Mapoly0001s0084.1.p	Niben101Scf04083g03014.1, Niben101Scf04156g01009.1
OG0003738	Mapoly0001s0420.1.p	Niben101Scf01448g02001.1, Niben101Scf02585g00004.1
OG0003739	Mapoly0001s0549.1.p	Niben101Scf13183g00007.1, Niben101Scf13856g00014.1
OG0003740	Mapoly0001s0390.1.p	Niben101Scf04160g01002.1, Niben101Scf11588g00024.1
OG0003741	Mapoly0001s0040.1.p	Niben101Scf03031g04001.1, Niben101Scf06430g00001.1
OG0003742	Mapoly0001s0129.1.p	Niben101Scf04489g00008.1, Niben101Scf05044g04027.1
OG0003743	Mapoly0001s0043.1.p	Niben101Scf01072g03008.1, Niben101Scf15538g00001.1
OG0003744	Mapoly0001s0422.1.p	Niben101Scf01502g02018.1, Niben101Scf09711g00005.1
OG0003745	Mapoly0001s0127.1.p	Niben101Scf03764g05013.1, Niben101Scf06996g01003.1
OG0003746	Mapoly0001s0322.1.p	Niben101Scf01756g02025.1, Niben101Scf09433g01025.1
OG0003747	Mapoly0001s0514.1.p	Niben101Scf07591g01016.1, Niben101Scf19911g00004.1
OG0003748	Mapoly0001s0246.1.p	Niben101Scf01269g09009.1, Niben101Scf02627g01016.1
OG0003749	Mapoly0001s0492.1.p	Niben101Scf01694g02008.1, Niben101Scf01694g05001.1
OG0003750	Mapoly0001s0287.1.p	Niben101Scf00236g01005.1, Niben101Scf06081g04001.1
OG0003751	Mapoly0001s0316.1.p	Niben101Scf00741g00001.1, Niben101Scf07391g01014.1
OG0003752	Mapoly0001s0406.1.p	Niben101Scf05193g01007.1, Niben101Scf08717g00004.1
OG0003753	Mapoly0001s0310.1.p	Niben101Scf07018g06007.1, Niben101Scf24948g00003.1
OG0003754	Mapoly0001s0250.1.p	Niben101Scf02837g08007.1, Niben101Scf07024g01003.1
OG0003755	Mapoly0001s0555.1.p	Niben101Scf01579g01019.1, Niben101Scf03088g03006.1
OG0003756	Mapoly0001s0044.1.p	Niben101Scf14282g00008.1, Niben101Scf14900g00003.1
OG0003757	Mapoly0001s0065.1.p	Niben101Scf01749g01001.1, Niben101Scf02062g09009.1
OG0003758	Mapoly0001s0353.1.p	Niben101Scf02207g04005.1, Niben101Scf07895g01007.1
OG0003759	Mapoly0001s0410.1.p	Niben101Scf02272g00001.1, Niben101Scf05896g00013.1
OG0003760	Mapoly0001s0242.1.p	Niben101Scf02480g01001.1, Niben101Scf03839g06006.1
OG0003761	Mapoly0001s0286.1.p	Niben101Scf02015g07019.1, Niben101Scf09623g00014.1
OG0003762	Mapoly0001s0226.1.p	Niben101Scf04548g00001.1, Niben101Scf23355g00004.1
OG0003763	Mapoly0001s0042.1.p	Niben101Scf03819g03013.1, Niben101Scf10616g00008.1
OG0003764	Mapoly0001s0132.1.p	Niben101Scf00819g10005.1, Niben101Scf05329g03006.1
OG0003765	Mapoly0001s0482.1.p	Niben101Scf00951g01013.1, Niben101Scf03377g02012.1
OG0003766	Mapoly0001s0081.1.p	Niben101Scf01734g01053.1, Niben101Scf08448g00008.1
OG0003767	Mapoly0001s0126.1.p	Niben101Scf06837g01003.1, Niben101Scf08134g01015.1
OG0003768	Mapoly0001s0430.1.p	Niben101Scf00177g02006.1, Niben101Scf07441g04001.1
OG0003769	Mapoly0001s0045.1.p	Niben101Scf00682g05011.1, Niben101Scf03481g01031.1
OG0003770	Mapoly0001s0139.1.p	Niben101Scf00635g00005.1, Niben101Scf06059g02003.1
OG0003771	Mapoly0001s0281.1.p	Niben101Scf02373g01003.1, Niben101Scf10381g02009.1
OG0003772	Mapoly0001s0493.1.p	Niben101Scf05095g01020.1, Niben101Scf08755g01008.1
OG0003773	Mapoly0001s0264.1.p	Niben101Scf02785g00005.1, Niben101Scf04688g01015.1
OG0003774	Mapoly0001s0341.1.p	Niben101Scf01008g00004.1, Niben101Scf05480g00003.1
OG0003775	Mapoly0001s0317.1.p	Niben101Scf08533g02009.1, Niben101Scf15244g00002.1
OG0003776	Mapoly0001s0556.1.p	Niben101Scf01063g05026.1, Niben101Scf03341g00010.1
OG0003777	Mapoly0001s0105.1.p	Niben101Scf03455g05018.1, Niben101Scf07728g02014.1
OG0003778	Mapoly0001s0334.1.p	Niben101Scf01448g02025.1, Niben101Scf02585g00014.1
OG0003779	Mapoly0001s0243.1.p	Niben101Scf00640g01005.1, Niben101Scf01294g05004.1
OG0003780	Mapoly0001s0018.1.p	Niben101Scf04940g00011.1, Niben101Scf04940g00012.1
OG0003781	Mapoly0001s0346.1.p	Niben101Scf03227g05013.1, Niben101Scf03634g01014.1
OG0003782	Mapoly0001s0364.1.p	Niben101Scf07391g01020.1, Niben101Scf09994g00009.1
OG0003783	Mapoly0001s0494.1.p	Niben101Scf01269g14003.1, Niben101Scf08681g00003.1
OG0003784	Mapoly0001s0109.1.p	Niben101Scf01728g00003.1, Niben101Scf03856g03010.1
OG0003785	Mapoly0001s0295.1.p	Niben101Scf02527g01001.1, Niben101Scf05850g00012.1
OG0003786	Mapoly0001s0480.1.p	Niben101Scf08533g03005.1, Niben101Scf15244g00004.1
OG0003787	Mapoly0001s0089.1.p	Niben101Scf07825g06009.1, Niben101Scf28554g00003.1
OG0003788	Mapoly0001s0305.1.p	Niben101Scf05201g03008.1, Niben101Scf14714g00016.1
OG0003789	Mapoly0001s0471.1.p	Niben101Scf03937g03001.1, Niben101Scf05732g03007.1
OG0003790	Mapoly0001s0282.1.p	Niben101Scf00282g03017.1, Niben101Scf00812g00009.1
OG0003791	Mapoly0001s0026.1.p	Niben101Scf00712g06006.1, Niben101Scf01369g04028.1
OG0003792	Mapoly0001s0255.1.p	Niben101Scf03963g02019.1, Niben101Scf14625g01001.1
OG0003793	Mapoly0001s0218.1.p	Niben101Scf01143g11009.1, Niben101Scf15972g02025.1
OG0003794	Mapoly0001s0011.1.p	Niben101Scf01464g01005.1, Niben101Scf03289g01005.1
OG0003795	Mapoly0001s0017.1.p	Niben101Scf00201g01020.1, Niben101Scf10528g02006.1
OG0003796	Mapoly0001s0510.1.p	Niben101Scf01697g04006.1, Niben101Scf02844g13004.1
OG0003797	Mapoly0001s0539.1.p	Niben101Scf04181g00034.1, Niben101Scf23557g00012.1
OG0003798	Mapoly0001s0083.1.p	Niben101Scf02216g01015.1, Niben101Scf02509g11004.1
OG0003799	Mapoly0001s0313.1.p	Niben101Scf00539g02005.1, Niben101Scf02941g00001.1
OG0003800	Mapoly0001s0439.1.p	Niben101Scf00819g11001.1, Niben101Scf05329g05013.1
OG0003801	Mapoly0001s0199.1.p	Niben101Scf00821g16001.1, Niben101Scf04406g07003.1
OG0003802	Mapoly0001s0168.1.p	Niben101Scf02235g04013.1, Niben101Scf04422g15005.1
OG0003803	Mapoly0001s0227.1.p	Niben101Scf02945g01001.1, Niben101Scf24679g00011.1
OG0003804	Mapoly0001s0537.1.p	Niben101Scf00046g09013.1, Niben101Scf00600g01014.1
OG0003805	Mapoly0001s0403.1.p	Niben101Scf05188g00008.1, Niben101Scf06392g03001.1
OG0003806	Mapoly0001s0184.1.p	Niben101Scf03638g05005.1, Niben101Scf32392g01006.1
OG0003807	Mapoly0001s0147.1.p	Niben101Scf01759g05008.1, Niben101Scf07851g02011.1
OG0003808	Mapoly0001s0396.1.p	Niben101Scf03026g09002.1, Niben101Scf06361g07009.1
OG0003809	Mapoly0001s0037.1.p	Niben101Scf01701g03006.1, Niben101Scf08033g01003.1
OG0003810	Mapoly0001s0028.1.p	Niben101Scf04742g03020.1, Niben101Scf07766g00016.1
OG0003811	Mapoly0001s0234.1.p	Niben101Scf02647g00010.1, Niben101Scf15326g00018.1
OG0003812	Mapoly0001s0146.1.p	Niben101Scf06235g02011.1, Niben101Scf37888g00001.1
OG0003813	Mapoly0001s0030.1.p	Niben101Scf01323g03005.1, Niben101Scf07652g02015.1
OG0003814	Mapoly0001s0434.1.p	Niben101Scf03805g01001.1, Niben101Scf11103g01012.1
OG0003815	Mapoly0001s0357.1.p	Niben101Scf10015g07012.1, Niben101Scf30418g00019.1
OG0003816	Mapoly0001s0442.1.p	Niben101Scf07639g05013.1, Niben101Scf10476g01004.1
OG0003817	Mapoly0001s0015.1.p	Niben101Ctg15075g00005.1, Niben101Scf08519g02002.1
OG0003818	Mapoly0001s0041.1.p	Niben101Scf00578g07005.1, Niben101Scf07327g03002.1
OG0003819	Mapoly0001s0053.1.p	Niben101Scf00182g02005.1, Niben101Scf03776g00014.1
OG0003820	Mapoly0001s0189.1.p	Niben101Scf02480g02007.1, Niben101Scf03839g04018.1
OG0003821	Mapoly0001s0529.1.p	Niben101Scf02749g01001.1, Niben101Scf07767g02004.1
OG0003822	Mapoly0001s0153.1.p	Niben101Scf06933g02008.1, Niben101Scf12662g00013.1
OG0003823	Mapoly0001s0481.1.p	Niben101Scf00481g00002.1, Niben101Scf02275g03003.1
OG0003824	Mapoly0001s0516.1.p	Niben101Scf06977g00024.1, Niben101Scf15972g01018.1
OG0003825	Mapoly0001s0213.1.p	Niben101Scf00271g02002.1, Niben101Scf02976g01011.1
OG0003826	Mapoly0001s0263.1.p	Niben101Scf02849g02012.1, Niben101Scf07817g01007.1
OG0003827	Mapoly0001s0231.1.p	Niben101Scf01577g01003.1, Niben101Scf07437g01003.1
OG0003828	Mapoly0001s0256.1.p	Niben101Scf04514g02020.1, Niben101Scf06025g02020.1
OG0003829	Mapoly0001s0161.1.p	Niben101Scf05106g00011.1, Niben101Scf10002g00006.1
OG0003830	Mapoly0001s0095.1.p	Niben101Scf00839g01009.1, Niben101Scf01172g06007.1
OG0003831	Mapoly0001s0360.1.p	Niben101Scf01091g00033.1, Niben101Scf02730g01006.1
OG0003832	Mapoly0001s0486.1.p	Niben101Scf00725g04002.1, Niben101Scf02786g01028.1
OG0003833	Mapoly0173s0018.1.p	Niben101Scf00099g00002.1, Niben101Scf02310g04014.1
OG0003834	Mapoly0173s0009.1.p	Niben101Scf04181g00037.1, Niben101Scf12011g00003.1
OG0003835	Mapoly0173s0012.1.p	Niben101Scf03170g01020.1, Niben101Scf07668g00030.1
OG0003836	Mapoly0173s0019.1.p	Niben101Scf00078g02007.1, Niben101Scf03113g03014.1
OG0003837	Mapoly0040s0091.1.p, Mapoly0040s0092.1.p	Niben101Scf05548g02009.1
OG0003838	Mapoly0040s0081.1.p	Niben101Scf08936g08024.1, Niben101Scf14958g00031.1
OG0003839	Mapoly0040s0060.1.p	Niben101Scf02350g02013.1, Niben101Scf08679g01005.1
OG0003840	Mapoly0040s0094.1.p	Niben101Scf04434g00033.1, Niben101Scf10126g00002.1
OG0003841	Mapoly0040s0120.1.p	Niben101Scf01534g04006.1, Niben101Scf12765g01013.1
OG0003842	Mapoly0040s0029.1.p	Niben101Scf02203g05001.1, Niben101Scf07027g03005.1
OG0003843	Mapoly0040s0024.1.p	Niben101Scf01696g03007.1, Niben101Scf12045g06025.1
OG0003844	Mapoly0040s0096.1.p	Niben101Scf00337g07012.1, Niben101Scf02160g04001.1
OG0003845	Mapoly0040s0050.1.p	Niben101Scf01276g05006.1, Niben101Scf05405g06014.1
OG0003846	Mapoly0040s0123.1.p	Niben101Scf05269g03009.1, Niben101Scf10381g01012.1
OG0003847	Mapoly0040s0006.1.p	Niben101Scf03863g00001.1, Niben101Scf06852g00001.1
OG0003848	Mapoly0040s0138.1.p	Niben101Scf00653g01009.1, Niben101Scf04375g08025.1
OG0003849	Mapoly0040s0003.1.p	Niben101Scf01493g00007.1, Niben101Scf01580g01009.1
OG0003850	Mapoly0040s0015.1.p	Niben101Scf01585g03005.1, Niben101Scf10055g08007.1
OG0003851	Mapoly0040s0085.1.p	Niben101Scf01393g01005.1, Niben101Scf01640g02011.1
OG0003852	Mapoly0107s0041.1.p	Niben101Scf04049g00024.1, Niben101Scf15390g00011.1
OG0003853	Mapoly0107s0025.1.p	Niben101Scf01237g03007.1, Niben101Scf10169g03008.1
OG0003854	Mapoly0107s0029.1.p	Niben101Scf01143g11003.1, Niben101Scf06008g00011.1
OG0003855	Mapoly0107s0023.1.p	Niben101Scf05711g04002.1, Niben101Scf06458g00006.1
OG0003856	Mapoly0107s0042.1.p	Niben101Scf04216g04002.1, Niben101Scf05233g00006.1
OG0003857	Mapoly0107s0005.1.p	Niben101Scf03461g02007.1, Niben101Scf05712g03011.1
OG0003858	Mapoly0107s0035.1.p	Niben101Scf02334g01022.1, Niben101Scf06180g00014.1
OG0003859	Mapoly0107s0034.1.p	Niben101Scf08228g01002.1, Niben101Scf10863g00002.1
OG0003860	Mapoly0107s0026.1.p	Niben101Scf04119g03006.1, Niben101Scf07400g01007.1
OG0003861	Mapoly0316s0001.1.p	Niben101Scf01338g00002.1, Niben101Scf05175g01002.1
OG0003862	Mapoly0098s0013.1.p	Niben101Scf00777g03020.1, Niben101Scf04663g04002.1
OG0003863	Mapoly0098s0024.1.p	Niben101Scf03576g01032.1, Niben101Scf12983g01055.1
OG0003864	Mapoly0098s0031.1.p	Niben101Scf00163g12011.1, Niben101Scf09205g00007.1
OG0003865	Mapoly0098s0007.1.p	Niben101Scf01100g04004.1, Niben101Scf04727g07010.1
OG0003866	Mapoly0098s0023.1.p	Niben101Scf05961g01012.1, Niben101Scf33628g00013.1
OG0003867	Mapoly0098s0036.1.p	Niben101Scf00451g03011.1, Niben101Scf06861g00001.1
OG0003868	Mapoly0098s0038.1.p	Niben101Scf03445g02015.1, Niben101Scf06562g00007.1
OG0003869	Mapoly0098s0032.1.p	Niben101Scf02907g07021.1, Niben101Scf08355g03014.1
OG0003870	Mapoly0098s0021.1.p	Niben101Scf01450g04001.1, Niben101Scf07825g04015.1
OG0003871	Mapoly0043s0054.1.p	Niben101Scf03822g00017.1, Niben101Scf09867g01001.1
OG0003872	Mapoly0043s0046.1.p	Niben101Scf00207g05027.1, Niben101Scf10328g00024.1
OG0003873	Mapoly0043s0050.1.p	Niben101Scf03455g04001.1, Niben101Scf28503g00001.1
OG0003874	Mapoly0043s0056.1.p	Niben101Scf07451g00001.1, Niben101Scf08653g05005.1
OG0003875	Mapoly0043s0013.1.p	Niben101Scf00700g06019.1, Niben101Scf03304g01024.1
OG0003876	Mapoly0043s0023.1.p	Niben101Scf05250g01010.1, Niben101Scf14151g00008.1
OG0003877	Mapoly0043s0096.1.p	Niben101Scf00069g15002.1, Niben101Scf04782g02006.1
OG0003878	Mapoly0043s0136.1.p	Niben101Scf01278g10001.1, Niben101Scf08564g01013.1
OG0003879	Mapoly0043s0044.1.p	Niben101Scf04044g07023.1, Niben101Scf06926g03014.1
OG0003880	Mapoly0043s0128.1.p	Niben101Scf01177g01003.1, Niben101Scf09459g02005.1
OG0003881	Mapoly0043s0112.1.p	Niben101Scf04549g09017.1, Niben101Scf15836g01009.1
OG0003882	Mapoly0043s0048.1.p	Niben101Scf02059g00010.1, Niben101Scf05664g04010.1
OG0003883	Mapoly0043s0020.1.p	Niben101Scf02429g07033.1, Niben101Scf08054g00002.1
OG0003884	Mapoly0043s0003.1.p	Niben101Scf00885g19001.1, Niben101Scf17922g01005.1
OG0003885	Mapoly0043s0047.1.p	Niben101Scf03104g03017.1, Niben101Scf07790g03024.1
OG0003886	Mapoly0043s0012.1.p	Niben101Scf01764g02024.1, Niben101Scf11303g01002.1
OG0003887	Mapoly0043s0004.1.p	Niben101Scf04396g04015.1, Niben101Scf09234g00017.1
OG0003888	Mapoly0043s0113.1.p	Niben101Scf04623g02007.1, Niben101Scf09501g00007.1
OG0003889	Mapoly0043s0057.1.p	Niben101Scf01451g04016.1, Niben101Scf01513g00010.1
OG0003890	Mapoly0043s0116.1.p	Niben101Scf04006g01029.1, Niben101Scf04418g11001.1
OG0003891	Mapoly0043s0139.1.p	Niben101Scf01623g13002.1, Niben101Scf07759g01010.1
OG0003892	Mapoly0043s0008.1.p	Niben101Scf03809g00009.1, Niben101Scf08706g01012.1
OG0003893	Mapoly0043s0097.1.p	Niben101Scf00480g00002.1, Niben101Scf15963g01019.1
OG0003894	Mapoly0043s0107.1.p	Niben101Scf00837g12028.1, Niben101Scf06890g01020.1
OG0003895	Mapoly0043s0076.1.p	Niben101Scf02015g05007.1, Niben101Scf08015g08006.1
OG0003896	Mapoly0043s0117.1.p	Niben101Scf01634g00022.1, Niben101Scf08995g00004.1
OG0003897	Mapoly0043s0078.1.p	Niben101Scf03918g00026.1, Niben101Scf10314g03011.1
OG0003898	Mapoly0043s0091.1.p	Niben101Scf03809g02012.1, Niben101Scf08706g02027.1
OG0003899	Mapoly0043s0049.1.p	Niben101Scf00051g01009.1, Niben101Scf00083g02013.1
OG0003900	Mapoly0043s0143.1.p	Niben101Scf03154g03001.1, Niben101Scf03253g02006.1
OG0003901	Mapoly0043s0018.1.p	Niben101Scf05610g03019.1, Niben101Scf11937g02001.1
OG0003902	Mapoly0043s0055.1.p	Niben101Scf02399g05005.1, Niben101Scf03413g02017.1
OG0003903	Mapoly0043s0038.1.p	Niben101Scf01602g06016.1, Niben101Scf03911g00006.1
OG0003904	Mapoly0109s0023.1.p	Niben101Scf02793g13014.1, Niben101Scf07121g05002.1
OG0003905	Mapoly0109s0050.1.p	Niben101Scf01283g02004.1, Niben101Scf11120g00009.1
OG0003906	Mapoly0109s0057.1.p	Niben101Scf01819g02019.1, Niben101Scf08445g02049.1
OG0003907	Mapoly0109s0044.1.p	Niben101Scf06008g00001.1, Niben101Scf07325g00030.1
OG0003908	Mapoly0109s0006.1.p	Niben101Scf01589g00002.1, Niben101Scf01634g07030.1
OG0003909	Mapoly0109s0054.1.p	Niben101Scf00592g11019.1, Niben101Scf06916g01027.1
OG0003910	Mapoly0109s0024.1.p	Niben101Scf01681g01008.1, Niben101Scf08476g00010.1
OG0003911	Mapoly0109s0061.1.p	Niben101Scf04006g00008.1, Niben101Scf04418g12015.1
OG0003912	Mapoly0109s0011.1.p	Niben101Scf00338g06011.1, Niben101Scf06825g04020.1
OG0003913	Mapoly0027s0118.1.p	Niben101Scf04292g00008.1, Niben101Scf10152g04002.1
OG0003914	Mapoly0027s0041.1.p	Niben101Scf00044g00020.1, Niben101Scf05087g02009.1
OG0003915	Mapoly0027s0101.1.p	Niben101Scf04552g02002.1, Niben101Scf07462g00005.1
OG0003916	Mapoly0027s0143.1.p	Niben101Scf01065g02001.1, Niben101Scf07593g03013.1
OG0003917	Mapoly0027s0126.1.p, Mapoly0027s0187.1.p	Niben101Scf01491g02005.1
OG0003918	Mapoly0027s0036.1.p	Niben101Scf04177g02003.1, Niben101Scf10086g02003.1
OG0003919	Mapoly0027s0076.1.p	Niben101Scf00082g07005.1, Niben101Scf02752g01013.1
OG0003920	Mapoly0027s0144.1.p	Niben101Scf02836g03010.1, Niben101Scf10157g01005.1
OG0003921	Mapoly0027s0115.1.p	Niben101Scf08156g06015.1, Niben101Scf28181g00008.1
OG0003922	Mapoly0027s0043.1.p	Niben101Scf09248g01010.1, Niben101Scf12202g00012.1
OG0003923	Mapoly0027s0008.1.p	Niben101Scf00128g01010.1, Niben101Scf15579g01003.1
OG0003924	Mapoly0027s0119.1.p	Niben101Scf01374g00008.1, Niben101Scf21202g00009.1
OG0003925	Mapoly0027s0010.1.p	Niben101Scf02235g00008.1, Niben101Scf07155g03019.1
OG0003926	Mapoly0027s0070.1.p	Niben101Scf02086g01008.1, Niben101Scf02227g04010.1
OG0003927	Mapoly0027s0074.1.p	Niben101Scf08653g07025.1, Niben101Scf08675g00021.1
OG0003928	Mapoly0027s0011.1.p	Niben101Scf00167g03013.1, Niben101Scf07564g01020.1
OG0003929	Mapoly0027s0090.1.p	Niben101Scf03886g03004.1, Niben101Scf06914g00005.1
OG0003930	Mapoly0027s0025.1.p	Niben101Scf05989g00011.1, Niben101Scf17422g00018.1
OG0003931	Mapoly0027s0173.1.p	Niben101Scf04910g01027.1, Niben101Scf10157g05011.1
OG0003932	Mapoly0027s0183.1.p	Niben101Scf01826g01001.1, Niben101Scf09025g01007.1
OG0003933	Mapoly0027s0072.1.p	Niben101Scf05535g02001.1, Niben101Scf15678g00002.1
OG0003934	Mapoly0027s0013.1.p	Niben101Scf00626g02017.1, Niben101Scf05034g05002.1
OG0003935	Mapoly0027s0038.1.p	Niben101Scf02942g00016.1, Niben101Scf04763g00009.1
OG0003936	Mapoly0027s0066.1.p	Niben101Scf04686g00008.1, Niben101Scf04950g01017.1
OG0003937	Mapoly0027s0150.1.p	Niben101Scf02199g01010.1, Niben101Scf04832g02001.1
OG0003938	Mapoly0027s0124.1.p	Niben101Scf02207g05010.1, Niben101Scf07895g00007.1
OG0003939	Mapoly0027s0020.1.p	Niben101Scf01450g01001.1, Niben101Scf02537g03012.1
OG0003940	Mapoly0027s0099.1.p	Niben101Scf01017g05014.1, Niben101Scf07687g02014.1
OG0003941	Mapoly0027s0102.1.p	Niben101Scf15995g01010.1, Niben101Scf26075g00016.1
OG0003942	Mapoly0027s0077.1.p	Niben101Scf02015g00003.1, Niben101Scf04422g14001.1
OG0003943	Mapoly0027s0093.1.p	Niben101Scf00702g00004.1, Niben101Scf11071g00009.1
OG0003944	Mapoly0027s0128.1.p	Niben101Scf04252g01009.1, Niben101Scf08351g06010.1
OG0003945	Mapoly0027s0042.1.p	Niben101Scf03736g00002.1, Niben101Scf09742g00031.1
OG0003946	Mapoly0051s0069.1.p	Niben101Scf07267g01004.1, Niben101Scf19138g00004.1
OG0003947	Mapoly0051s0064.1.p, Mapoly0051s0067.1.p	Niben101Scf09987g00009.1
OG0003948	Mapoly0051s0047.1.p	Niben101Scf00920g05015.1, Niben101Scf17635g01019.1
OG0003949	Mapoly0051s0075.1.p	Niben101Scf03184g01002.1, Niben101Scf12848g00006.1
OG0003950	Mapoly0051s0014.1.p	Niben101Scf06358g00015.1, Niben101Scf15995g04005.1
OG0003951	Mapoly0051s0005.1.p	Niben101Scf09475g01020.1, Niben101Scf10144g00007.1
OG0003952	Mapoly0051s0019.1.p	Niben101Scf09089g01025.1, Niben101Scf19719g00001.1
